No,video_title,channel,publish time,link,description
23,【飢餓遊戲】EP221 阿里山特輯 揪出山老鼠(下) ／徐乃麟、徐新洋、詹子晴、謝忻、王心恬、咪雅／完整版_20210207,飢餓遊戲Hunger Games,2021-02-21T14:00:13Z,https://www.youtube.com/watch?v=Ta9tvUHKEmc,{'本集來賓：徐乃麟、徐新洋、詹子晴、謝忻、王心恬、咪雅\n\n四、阿里山賓館/競標賽：得標隊任務失敗即淘汰，得標隊任務成功即獲勝，贏家抽代表選四位驗身分。\n任務1：捏鼻子速行自轉50圈，得標隊任務失敗即淘汰。\n任務2：100秒用下巴充爆氣球3顆，得標隊任務失敗即淘汰，\n五、沼平公園/矇眼坐到椅子者獲勝，三名勝者PK選出檢驗者。\n\n★阿里山特輯(上) https://youtu.be/geDD9OOQrJ4\n\n史上最餓劣的食競節目【飢餓遊戲】點選以下連結訂閱，精采影音不漏接！https://goo.gl/tFFawX\n\n#飢餓遊戲完整版'}
24,【牛排】注射各種液體！價值1萬塊A5和牛『盲測給妹妹吃』feat.Ru儒哥、 儒妹,牛排,2021-02-18T11:00:03Z,https://www.youtube.com/watch?v=aqb6PQ1tPe8,{'▶牛排個人社群 / 歡迎訂閱追蹤▶\nYoutube ▶https://goo.gl/ZumWLq\nFacebook ▶ https://goo.gl/cjX7xc\nInstagram ▶ https://www.instagram.com/jam_steak/\n歡迎合作邀約來信 ▶ EeeSamTo@gmail.com'}
25,【千千進食中】連鎖韓式炸雞評比，韓劇配宵夜也要韓起來！(起家雞、nene chicken、bb.q chicken、一樂),千千進食中,2021-02-20T12:05:12Z,https://www.youtube.com/watch?v=kHWtn9Mre1g,{'農曆新年假期結束了 BUT心理的假期還沒結束\n回到工作岡位趴踢一定要開起來的啊！\n趴踢的好夥伴韓式炸雞你尬意哪一家 🧡\n今天要來開箱看看韓國知名來台展店的韓式炸雞味道究竟是安娜 🤤\n\n每次看韓劇多少都會出現炸雞的身影\n不知道大家去韓國最喜歡吃哪家的炸雞\n我是BHC (但也是快兩年前的印象了哈哈哈哈\n\n＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊\n\n《給你滿滿的惘挨豆》\n\n【我成立的美食品牌 - 水哦】 \nhttp://bit.ly/2Hrqkk4\n【instagram】\nhttps://www.instagram.com/khshu_/\n【twitter】\nhttps://twitter.com/chienshu_tw\n【FB粉絲團】\nhttps://goo.gl/i22cCs \n【美拍】\nhttps://goo.gl/NPtYfv\n【微博】\nhttps://goo.gl/QxUiBD'}
26,【梗圖笑話05】,三度,2021-02-21T11:00:31Z,https://www.youtube.com/watch?v=siPhmqrF5cY,{'三度IG：https://www.instagram.com/3doc0609/\n-----------------------------------------------------------\n笑話投稿請點→http://bit.ly/2Jk2NyO\n其他邀演合作請洽：mm52160@gmail.com'}
27,獨！美國回來了！拜登硬起來抗中國？！反習勢力出手！郭文貴爆13579計劃！馬斯克看好比特幣！比賣特斯拉好賺？！美軍全面搭載雷射武器？！【年代向錢看】20210222,年代向錢看,2021-02-22T13:00:03Z,https://www.youtube.com/watch?v=B-O_XaQzgpk,{'反擊中國破壞國際體系!拜登拉攏歐洲!重回多邊主義?!\n呼籲建立正確黨史觀!習近平現身教育動員大會之謎!\n比特幣升破5.8萬美元!漲幅100%!特斯拉認可建功?!\n\n來賓：黃創夏、汪浩、吳明杰、老王、宋承恩、譚耀南\n\n臉書粉絲專頁：https://www.facebook.com/50eramoney/\nTwitter：https://twitter.com/SeeMoney49\nInstaGram：https://www.instagram.com/seemoney49/?hl=zh-tw\nTelegram：https://t.me/eramoney50\nParler：https://parler.com/profile/50eramoney/posts\n\n最美主持人：陳凝觀\n播出時間：壹電視新聞台CH49  每周一至周五晚間八點到十點\n重播時間：年代新聞台 CH50每周一至周五 (隔日)下午四點到六點\n\n#習近平\n#拜登\n#中國\n#美國\n#解放軍\n#江澤民\n#20大\n#雷射武器\n#臉書\n#祖克柏\n#德州\n#馬雲\n#比特幣\n#馬斯克\n#汪浩 \n#陳凝觀\n#年代向錢看\n#唯一支持正版年代向錢看官方獨立頻道\n\n「年代電視」是完全數位化的電視新聞台，提供全方位即時報導，以及現場直播。現在您可以透過年代新聞APP，隨時隨地收看即時新聞與節目。\r\n\r\n瀏覽【年代電視】官網：\r\nhttps://reurl.cc/Vaa9yA\r\n按讚【年代電視】Facebook 大事搶先看：\r\nhttps://reurl.cc/EKKAOv\r\n訂閱【年代電視】Youtube 看更多直播：\r\nhttps://reurl.cc/zyyV2N\r\n下載【年代電視】APP：\r\niOS平台：\r\nhttps://reurl.cc/yy1x2M\r\nAndroid平台：\r\nhttps://reurl.cc/ZnaYDW'}
28,【單身行不行】梁云菲藏16年悲劇！黑暗心理創傷逼哭全場！獨家驚爆演藝圈震撼彈！你的爸媽不是你的爸媽？女藝人遭後媽虐待...爸爸臨終前吐真相！20210223（梁云菲、蠻牛太太蔡湘宜、賴芳玉、曾陽晴）,東風衛視,2021-02-23T14:00:14Z,https://www.youtube.com/watch?v=4PC2wUpjYRw,{'上發燒影片！獨家驚爆演藝圈震撼彈！「國光女神」梁云菲日前和男星金剛分手，節目獨家公開藏了16年的黑暗祕密...14歲那年的童年創傷逼哭全場！ 🌟48歲晚婚驟逝👉https://youtu.be/4FtObZlCxBQ\n▶丈母娘離婚三十年前夫不放手？👉http://yt1.piee.pw/3an8uy\n🌟林龍曝光婚後驚人財產👉http://yt1.piee.pw/3c7nbx\n▶爆卦雞排妹鉅額存款買股票！👉https://youtu.be/XbJq0Iq6ajU\n🌟蕭淑慎心碎潰堤失控飆罵老父親！👉https://youtu.be/hV4Ch-hUD7c   \n▶美魔女跨過去就懷孕了！👉http://yt1.piee.pw/38pyj7\n🌟女星嫁小15歲嫩尪罹癌！👉https://youtu.be/BcLvBo359YY\n【女星染毒三度入獄從良淚崩】👉http://yt1.piee.pw/38ulh7\n🌟豪門婚姻皆遺憾？女藝人婚變大淚崩👉http://yt1.piee.pw/3c3ydy\n▶美女主播發言人驚曝巫女血統！👉http://yt1.piee.pw/3by6el\n\n00:00  介紹來賓\n01:10  餐廳紅牌嫁法醫，獨生女內心只有恨？\n03:44  國一翹家，爸爸竟然帶一群警察上門？\n04:43  爸爸的手段讓她心寒！\n07:46  怨恨、不甘心，再度逃家體會人性黑暗！\n09:28  獨自在外流浪，經歷最不堪的遭遇...\n12:40  在爸媽面前輕生，爸爸的反應卻是...\n16:06  有爸媽的家庭，不一定有爸爸媽媽？\n19:07  對男人很有一套，絕對能搞定老爸？\n22:21  梁云菲開畫展，爸爸親自站台？\n24:16  爸媽婚姻史各自精采，她卻像孤兒？\n26:55  相差30歲的老少配，是她惡夢的開始？\n30:26  爸媽一聲不吭，丟下她枯坐家門三天？\n35:42  有家可歸的孤兒，就怕爸媽不要我！\n37:43  爸爸年老重病，過年沒人回來探望？\n39:54  爸爸臨終前，終於說出被後媽虐待真相！\n44:14  爸爸過世那天，竟是睡得最安穩的一夜？\n45:01  走得沒有遺憾？\n\n▶訂閱【東風衛視】官方YouTube：http://pcse.pw/5ZLED\n▶按讚【東風衛視37頻道】臉書絲團：https://www.facebook.com/aizotv\n\n＃梁云菲#人倫悲劇＃單身行不行2021＃演藝圈＃心理創傷＃性騷擾'}
29,"GOT7 ""ENCORE"" OFFICIAL M/V",GOT7,2021-02-20T09:00:17Z,https://www.youtube.com/watch?v=tAe0yUEzAaI,"{'GOT7 ""ENCORE"" OFFICIAL M/V\n\nOut Now On All Platforms\nhttps://lnk.to/For_Ahgasae\n\nGOT7 OFFICIALS\n[Mark]\nInstagram: https://www.instagram.com/marktuan\nTwitter: https://twitter.com/marktuan\n[JAY B]\nInstagram: https://www.instagram.com/jaybnow.hr\nTwitter: https://twitter.com/JAYBDEF___\n[Jackson]\nInstagram: https://www.instagram.com/jacksonwang852g7\nTwitter: https://twitter.com/JacksonWang852\n[Jinyoung]\nInstagram: https://www.instagram.com/jinyoung_0922jy\n[Youngjae]\nInstagram: https://www.instagram.com/333cyj333\nTwitter: https://twitter.com/GOTYJ_Ars_Vita\n[Bam Bam]\nInstagram: https://www.instagram.com/bambam1a\nTwitter: https://twitter.com/BamBam1A\n[Yugyeom]\nInstagram: https://www.instagram.com/yu_gyeom\nTwitter: https://twitter.com/real_Kimyugyeom\n\n#GOT7 #갓세븐 #아가새 #igot7 #ahgasae #got7_encore #got7_앙코르'}"
30,【中天辣晚報】20210223 #陸委會主委「不懂陸 台獨定義」#藍黨內互打 藍白合變藍白拖? 完整版,中天新聞,2021-02-23T12:19:39Z,https://www.youtube.com/watch?v=9Z4aBelqcws,{'中天新聞24小時直播：https://www.youtube.com/watch?v=5tQBwbyQ-Fw\n\n#中天新聞 #中天辣晚報 #盧秀芳 #晚報吃播 #陸委會 #台獨 #國民黨 #民眾黨\n\n趕快加入中天電視會員，享有專屬優惠☆☆https://www.youtube.com/c/ctitv/join\n\n支持中天的好朋友們： YouTube中天電視頻道開通「會員」功能！ 誠摰邀請您：加入會員挺中天！ ●注意注意！中天會員將獨享新聞幕後花絮、線上主播見面會、專屬頻道徽章、獨家限量商品等等。 ●另外另外！沒加入會員，我們保證觀看中天新聞直播和影片的權益不變，中天同樣感謝支持相挺。 現在立刻到中天電視頻道首頁右上方，點擊「加入」，簡單幾步驟，您就可以成為「中天會員」！ 其他贊助中天方式 ATM：彰化銀行 (009-5012) 台北分行 帳號：50128688988600 戶名：中天電視股份有限公司 ATM：CHANG HWA COMMERCIAL BANK TAIPEI BRANCH(CCBCTWTP501) A/C NO:50128688988600 A/C NAME:CTI TELEVISION INCORPORATION\n\n「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」 「如有任何營業使用，必須事先取得書面同意」\n\n【中天24H直播新聞聊天室】為維護聊天室良好環境敬請配合\n1. 勿使用任何不雅言詞、挑釁、謾罵言論\n2. 各種形式的留言洗版\n3. 禁止騷擾管理員與其他使用者\n4. 無視警告者將不另通知直接封鎖！管理員有權隨時修正規定，敬請配合！\n5.YouTube音樂庫 無版權配樂 免費背景音樂下載:YouTube音樂庫 無版權配樂 免費背景音樂下載: https://goo.gl/Z6TsBI\n歌曲資料\n歌名: Sunspots\n作者: Jeremy Blake\n類型: Dance & Electronic\n氣氛: Happy Music\nYouTube音樂庫 台灣香港 - Follow Us\nYouTube:     https://goo.gl/Z6TsBI\nFacebook:   https://goo.gl/ikoMdk\nGoogle+:      https://goo.gl/90orLC\nInstagram:   https://goo.gl/lLAoUo'}
31,BTS Performs 'Dynamite' | MTV Unplugged Presents: BTS,MTV UK,2021-02-24T04:16:04Z,https://www.youtube.com/watch?v=PCZYPgprwFk,"{""Musical guests BTS perform their smash hit and Grammy-nominated track 'Dynamite' off their latest album 'BE' for MTV Unplugged Presents: BTS.\n\n#BTS #MTVUnplugged #Dynamite\n\nSubscribe to MTV UK for more great videos and exclusives! https://www.youtube.com/c/MTVUK\n\nGet social with MTV @ \n💋 Twitter: https://twitter.com/MTVUK \n🍺 Instagram: http://instagram.com/mtvuk \n💅 Tumblr: http://mtvuk.tumblr.com\n🍿 Facebook: https://www.facebook.com/mtvuk \n🎷 Official: http://www.mtv.co.uk\n\nMTV UK is your place to watch all your favourites! Live EMAs performances, music artist to follow on MTV Push, latest MTV Movies exclusives and the best from Geordie Shore, Just Tattoo of Us, Teen Mom UK, Ex on The Beach and many many more!""}"
32,侄女被害，73歲老特種兵憤而出山，一人血洗拉美黑幫，動作片,电影金山角,2021-02-22T07:00:14Z,https://www.youtube.com/watch?v=HXJ1VsLSXmM,{'➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖\n和角角一起，找回爱上电影的初衷。\n如果喜欢我分享的视频，欢迎点赞、评论和订阅：\nhttps://bit.ly/2D1P2qO\n你们的支持就是我前进的动力🙆\u200d♂️\n\n#电影金山角 #金山角 #电影'}
33,我們來打臉自己影片了...回顧2020犯的錯誤!（非釣魚😂）,阿滴英文,2021-02-22T13:00:08Z,https://www.youtube.com/watch?v=SKER-UCbT8I,{'經過兩年我們又來錯誤勘正啦！\n感謝留言區幫我們各種抓錯，新年新開始，新的錯誤就從今天開駛！\n【加入頻道會員】http://bit.ly/3qIZjfT\n\n每週一晚上九點更新，請記得開啟YouTube🔔通知！\n\n上一部影片 比 cold 還冷怎麼說? 5種形容『好冷』的英文說法! https://youtu.be/okiIijm6O8o\n下一部影片 敬請期待！\n\n阿滴英文的人氣影片：\n\n■ 英式英文挑戰! 你聽得懂電影中的英國用語嗎? https://youtu.be/x9qlyy86LxE\n\n■ 去外商公司工作英文要多好? 阿滴突襲Google台灣辦公室! https://youtu.be/ES73LXd4LGg\n\n■ 三點就放學! 回家都在玩? 芬蘭學生怎麼看台灣的教育制度?  https://youtu.be/VHnyCM6iG7o\n\n■ 連阿滴都唸錯的常見英文!? 學會用『回音法』練習發音! https://youtu.be/16kkr2eGSdE\n\n■ 阿滴跟大謙的公開! ...英文自我介紹教學 😂 https://youtu.be/WIMq3aIExyU\n\n■ 阿滴英文砸招牌! 同步翻譯議會質詢超崩潰!? https://youtu.be/jpmu6u24MNo\n\n■ 超失控成語翻譯! 重量級來賓嚇到滴妹『花容失色』 https://youtu.be/BRniFD91j6E\n\n其他連結：\nhttp://facebook.com/rayduenglish\nhttp://instagram.com/rayduenglish\nhttp://pressplay.cc/rayduenglish\n合作邀約：rayduenglish@gmail.com'}
34,哲哲手術原因公開！打了上百針，術後整個人的變化是？【黃氏兄弟】,黃氏兄弟,2021-02-20T10:00:19Z,https://www.youtube.com/watch?v=bFD5VKMyLAw,{'我們有官方Line帳號囉！快加我們好友吧👉@huangbrothers\n成為頻道第三成員 👉 https://www.youtube.com/channel/UCV_S2S-Zs8LeuJxK-T3RQQg/join \n..\n\n上次剃頭髮嚇到大家了，\n但真的不是生病！\n看完這一個月的小手術紀錄片就知道解答了，嘿嘿\n哲：那個麻醉針回想起來還是會抖...\n瑋：密集恐懼症小心...\n\n【到第一學府建中，體驗學霸生活！原來5、6千人的舞會是這樣辦的？】\nhttps://youtu.be/nRKXMnGBwVc\n【二手拍賣會，瑋瑋的裸睡貼身XX，竟然競標到2萬元！】\nhttps://youtu.be/Z9RFw3tOkTE\n\n想成為下一個頂尖 YouTube 創作者嗎？歡迎加入【CAPSULE Academy】 \n→ http://bit.ly/2RtgPUv\n\n黃氏兄弟全新單曲《光》\n專屬聽歌連結：https://jsj.lnk.to/light\nKKBOX：► https://bit.ly/3cFhEUC\nMyMusic：► https://bit.ly/3jebsWn\nfriDay音樂：► https://bit.ly/3jfmquv\nSpotify：► https://spoti.fi/33fpv8y\nLINE MUSIC：►https://www.line-website.com/music-external-link?type=album&dest=2854576\nApple Music：► https://apple.co/33bB2Wc\n網易雲音樂：► https://bit.ly/3kXyd0X\n咪咕音樂：► https://bit.ly/2G9yKyd\n\n🎓畢業108系列單曲🎓\nEP.01【我的新座位】MV 👉 https://youtu.be/ZWYFHrJj4dI\nEP.02【不專心】MV 👉 https://youtu.be/0GzLgn2fgcI\nEP.03【多想告訴你】MV 👉 https://youtu.be/BT2tg7QphVU\n\n🔥2020年單曲\n【專家模式】MV👉 https://youtu.be/x8AP-2aLEeE\n【室友】MV👉https://youtu.be/kaP4JUyI0uc\n【光 Light】MV👉https://youtu.be/VdULKZtwwH8\n\n【轉學兄弟】：https://reurl.cc/EOKnn\n【兄弟互整】：https://reurl.cc/2K44n\n【外婆家系列】：https://goo.gl/n82tCk\n【兄弟對決】https://reurl.cc/yaQNl\n\nIG 追蹤 👉 huangbrotherss\nFaceBook 專頁 👉 https://goo.gl/UcZf4Y\n訂閱我們 👉  https://goo.gl/pPGJbv\n\n👉 兄弟倆日常；喜歡拍試吃、開箱、搞怪、整人影片、都市傳說、實驗、運動、黑暗料理(?)、TikTok、Vlog\n( 呃....就是生活中想拍什麼就拍什麼www )\n\n► 每週一、三晚上六點，週六早上十點發片！會不定時直播跟追加影片（一定要開鈴鐺收通知！）\n► 追蹤臉書專頁、IG 關注我們動態 \n( 大家多多分享、按喜歡，你的支持是給我們最大的鼓勵 )\n\n#黃氏兄弟#手術過程#全紀錄'}
35,Perseverance Rover’s Descent and Touchdown on Mars (Official NASA Video),NASA,2021-02-22T19:16:56Z,https://www.youtube.com/watch?v=4czjS9h4Fpg,"{""NASA's Mars 2020 Perseverance mission captured thrilling footage of its rover landing in Mars' Jezero Crater on Feb. 18, 2021.  The real footage in this video was captured by several cameras that are part of the rover's entry, descent, and landing suite. The views include a camera looking down from the spacecraft's descent stage (a kind of rocket-powered jet pack that helps fly the rover to its landing site), a camera on the rover looking up at the descent stage, a camera on the top of the aeroshell (a capsule protecting the rover) looking up at that parachute, and a camera on the bottom of the rover looking down at the Martian surface.\n \nThe audio embedded in the video comes from the mission control call-outs during entry, descent, and landing. \n \nFor more information about Perseverance, visit https://mars.nasa.gov/perseverance\n \nCredit: NASA/JPL-Caltech""}"
36,SHINee 샤이니 'Don't Call Me' The Performance Stage,SHINee,2021-02-23T10:00:13Z,https://www.youtube.com/watch?v=N3103Su_-cM,"{""Listen and download on your favorite platform: http://smarturl.it/DontCallMe_SHINee\u200b\n☎️❌ 'Don't Call Me' MV https://youtu.be/p6OoY6xneI0\u200b\n\nSHINee Official\nhttps://www.youtube.com/SHINee\u200b\u200b\u200b\u200b\nhttps://www.facebook.com/shinee\u200b\u200b\u200b\u200b\nhttps://www.instagram.com/shinee\u200b\u200b\u200b\u200b\nhttps://www.vlive.tv/channel/96DD0B\u200b\u200b\u200b\u200b\nhttps://twitter.com/SHINee\u200b\u200b\u200b\u200b\n\n#SHINee\u200b\u200b\u200b\u200b #Dont_Call_Me\u200b\u200b\u200b\u200b #샤이니\u200b\u200b\u200b #키\u200b\n#ONEW\u200b\u200b\u200b\u200b #MINHO\u200b\u200b\u200b\u200b #KEY\u200b\u200b\u200b\u200b #TAEMIN\u200b""}"
37,【柚子為何屁屁受傷？磨屁屁走火入魔！】志銘與狸貓,志銘與狸貓,2021-02-19T10:00:07Z,https://www.youtube.com/watch?v=Gh8zbBXVtLQ,{'志銘&狸貓：「真的很常看到柚子在磨屁屁！」\n加入會員按鈕▶ https://reurl.cc/k5XbNK\n訂閱我們▶https://goo.gl/9YmnKW \n\n【柚子屁屁剃毛！三貓健檢紀錄！】\n▶ https://youtu.be/Sz0jx76HKf0          \n\n-\n\n第七本年度著作《等我回家的你》\n預購限量贈送「後宮出遊趣插畫明信片一套（共八款）」\n【訂購專區】\xa0即刻開賣！\n台灣（瑪瑪商行）：https://reurl.cc/Kxxa5n\n港澳地區：https://reurl.cc/8yygV7\n馬新地區：https://reurl.cc/bzzGvr\n※以上連結皆有送獨家限量預購禮\n\n【獨家限量預購禮】後宮出遊趣插畫明信片一套(共八款)\n（預購結束後，於瑪瑪商行訂購新書只會隨機送一款，其他通路沒有贈送喔～）\n\n【出貨時間】\n台灣地區：下單後，依訂單順序出貨\n港澳地區：2月中旬之後，依訂單先後順序陸續出貨\n馬新地區：2月下旬之後，依訂單先後順序陸續出貨\n\n-\n\n阿瑪x舞月 桂香蜜荔酒\n即日起可以在全家直接向櫃台店員預購喔！\n分類是在年菜單裡～\n\n-\n\n【我們開了Podcast啦！】\nSoundOn 聲浪\xa0線上聽：https://sndn.link/fumeanmen\nApple：https://reurl.cc/5lN006\xa0\nSpotify：https://reurl.cc/exoj0L\n\n-\n\n【近期活動】\n\n《後宮打不倒 扭蛋巡迴店》 \n台北 7/16(四)-8/9(日) 統一時代百貨 7樓 （原阪急百貨）\n高雄 9/10(四)-10/21(三) 統一夢時代 8樓會館大廳 \n台南 12/2(三)-2021/1/4(一) 新光三越 西門店本館 6樓\n台中 2021/2/9(二)-3/10(三) 新光三越 中港店 10樓 \n詳情請看 瑪瑪商行粉絲專頁 \n▶ https://www.facebook.com/fumeanstore.official/\n\n《黃阿瑪相遇1920臺北市》特展\n2020/8/6-2/27 在台北探索館 1+2F\n每天09:00~17:00 可免費入場\n(週一暨國定假日休館)\n\n《阿瑪x高雄渡輪》  \n即日起到2021年8月30日止 \n■旗津鼓山航線：早上05:00至翌日凌晨02:00 \n■棧貳庫旗津航線：假日與國定假日，下午13:00至晚上19:30\n\n-\n\n《後宮棒球隊公仔》\n單盒：https://reurl.cc/pdGEDa\n全套七盒：https://reurl.cc/V69bZR\n\n-\n\n首本圖文漫畫書《貓咪超有事》\n台灣：https://reurl.cc/q8zKeg \n港澳地區：https://is.gd/QGfNMj \n馬新地區：https://is.gd/x5xwc5 \n※以上連結皆有送後宮磁鐵乙枚（共七款隨機贈送 ，數量有限送完為止）\n\n---\n\n《最新影片企劃 狸銘出宮到你家》\n【投稿表單】：https://goo.gl/L8UUiE\n你覺得你家的貓很可愛，卻沒人知道？你覺得你家的貓很奇怪，卻找不到人訴說？你家的貓咪曾經流浪在什麼神秘的地方？你家的貓咪擁有別貓沒有的奇妙特質？歡迎大家踴躍投稿，經過挑選後，由志銘與狸貓，出宮到你家拍攝貓咪的感人/搞笑/溫馨的故事，透過影片的方式，讓世人感受到貓咪們的力量。\n\n---\n\n【阿瑪 Line貼圖＆主題】\n《最新上架》https://reurl.cc/jq7kqM\n《更多貼圖》https://reurl.cc/4RY6L2\n\n【阿瑪官網-瑪瑪商行】\n▶\xa0https://www.fumeanstore.com/\n《最新商品》安全帽、純棉帽T、麻糬娃娃、不想運動運動會系列商品\n\n【黃阿瑪X春風聯名授權衛生紙】\n《實體通路》大潤發、愛買、家樂福\n《PChome》https://goo.gl/oqvSdA （抽取式）\n                     https://goo.gl/jZqtgB （袖珍包）\n\n—\n\n【合作邀約/IP聯名授權】\nfumeanaction@gmail.com （歡迎來信洽談）\n\n〔版權所有，非經許可勿轉載至任何平台〕'}
38,「罔腰奇案」吵到天亮　鳳梨直播開罵「害我沒罵搜」,噓!星聞,2021-02-20T12:30:09Z,https://www.youtube.com/watch?v=l_M7NnDahRM,{''}
39,《烏克蘭媽媽為何要逼女兒來台灣》現在恨我以後再謝我 Ukrainian Mom's Belief,Stopkiddinstudio,2021-02-18T13:00:15Z,https://www.youtube.com/watch?v=q95-kCj3kP4,{'不要鬧粉絲團: https://goo.gl/YGbHmr\u200b\u200b\n請訂閱不要鬧: https://goo.gl/5Yx5cE\u200b\u200b\n訂閱第二頻道: https://goo.gl/KZ1QU1\u200b\nLina IG: https://bit.ly/3s2ON35'}
40,HANYA DI SULPOD ARIEL NOAH LUCU⁉️,SULE Channel,2021-02-22T08:00:17Z,https://www.youtube.com/watch?v=mHgrdO7VcuA,"{""#sulechannel\n#sulepodcast\n#arielnoah\n\n---\n\nTong hilap, di LIKE, COMMENT, SUBSCRIBE, & SHARE.\n\nLangganan SULE Channel Gratis:\nhttp://bit.ly/SuleChannel\n\nIkuti SULE di media sosial:\nhttps://www.facebook.com/Sule-sutisna-101526308171150\nhttps://twitter.com/newsuleprikitiw\n\nKerjasama YouTube dengan SULE Channel:\nyoutube@drm-indonesia.com\n\nCopyright 2020 - SULE Channel Production.\n\nSULE CHANNEL on YouTube is under dr.m network, Indonesia's First Certified Official Youtube MCN (Multi Channel Network)\nhttps://servicesdirectory.withyoutube.com/directory/pt-digital-rantai-maya-drm""}"
41,【大新聞大爆卦】20210224 誰被雁啄眼? 江柯合體驚人聲量走向? 斜槓政委盼萊豬 蔡蘇心結派系內鬥?,大新聞大爆卦,2021-02-24T08:08:23Z,https://www.youtube.com/watch?v=ppDFTMYdB2k,{'#大新聞大爆卦 #馬千惠 #許甫 #政治\n\n「如有任何營業使用，必須事先取得書面同意」\n「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」\n《大新聞大爆卦》中天電視、中天新聞頻道／每週一至週五下午2點～4點\n\n《大新聞大爆卦》\n👉官方YouTube：https://reurl.cc/GrnQey\n👉官方Facebook：https://bit.ly/2WRJ1DX'}
42,搶救桃園七千年藻礁！公投能停止企業破壞海洋？,台客劇場 TKstory,2021-02-22T02:15:00Z,https://www.youtube.com/watch?v=1hRb5Jm1xHM,{'珍愛藻礁公投連署書下載\nhttps://pse.is/3akxvp\n\n📪 填妥後，郵寄至：320039 桃園市中壢區普光二街 122巷 10號 珍愛藻礁公投小組 收\n\n➡「加入」會員\nhttps://www.youtube.com/channel/UCghPiQIi_uyjF1YHKj-FhGw/join\n\nDirector/Producer：Al K Lin 林冠廷導演\n-------------------------------------------------------------------------------------\n商業合作請洽  taikestory@gmail.com\n\n特別感謝：東隆興業股份有限公司\n                    臺原藝術文化基金會\n-----------------------------------------------------------------------------------\n台客劇場 IG & FB：\n▶ https://www.instagram.com/taikestory/\n▶ https://www.facebook.com/taikestory/'}
43,地表最衰前男友！罔腰懷孕全找他　鳳梨直播開罵：我看起來像Doctor嗎？,ETtoday星光雲/官方平台,2021-02-21T12:50:07Z,https://www.youtube.com/watch?v=8taBxZbYGqY,{'訂閱星光雲頻道：https://bit.ly/2T7r9l0\n加入頻道會員：https://bit.ly/2Y2LD2N\n--\n★ 更多精彩推薦 Watch More★\n《聲林之王》              https://bit.ly/2GNQGNK\n《料理之王》              https://bit.ly/32n7bIS\n《星光雲熱門News》https://bit.ly/38hXwHO\n《星光雲KARAOKE》https://bit.ly/3bpTI9t\n《星光雲!RUN新聞》  https://bit.ly/2TeoiKo\n---\n\u200b#鳳梨 #叔屬 #ETtoday星光雲'}
44,我見過的最殘暴的重機槍！這才叫火力覆蓋，就問妳誰頂得住,电影金山角,2021-02-21T08:00:00Z,https://www.youtube.com/watch?v=0CzDAbcoi7k,{'➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖\n和角角一起，找回爱上电影的初衷。\n如果喜欢我分享的视频，欢迎点赞、评论和订阅：\nhttps://bit.ly/2D1P2qO\n你们的支持就是我前进的动力🙆\u200d♂️\n\n#电影金山角 #金山角 #电影'}
45,【好味小姐】貓被困在屋頂上!?好味家又要多一隻貓了嗎？｜好味貓日常EP97,好味小姐 Lady Flavor,2021-02-18T12:00:01Z,https://www.youtube.com/watch?v=3uisP74hgq4,{'真是嚇死我了😭\n\n【逛逛好味商店吧～】\nhttps://www.ladyflavor.com/'}
46,【大新聞大爆卦】20210222 雅各臣早破局? 吳子嘉批:阿中公然說謊!罷免燒到自家人? DPP擬修法怕了嗎?,大新聞大爆卦,2021-02-22T08:14:49Z,https://www.youtube.com/watch?v=7lXX1mZCTTE,{'#大新聞大爆卦 #馬千惠 #許甫 #政治\n\n「如有任何營業使用，必須事先取得書面同意」\n「未經著作權人事先書面同意，勿將內容用於商業性質之分享、連結。」\n《大新聞大爆卦》中天電視、中天新聞頻道／每週一至週五下午2點～4點\n\n《大新聞大爆卦》\n👉官方YouTube：https://reurl.cc/GrnQey\n👉官方Facebook：https://bit.ly/2WRJ1DX'}
47,對不起｜愛莉莎莎Alisasa,愛莉莎莎 Alisasa,2021-02-14T15:24:39Z,https://www.youtube.com/watch?v=kbrTRDmwWs4,{'嗨大家好 我是愛莉莎莎\n在這支影片上架之前，我有寄信和蒼藍鴿道歉\n也同步想在這邊澄清「肝膽排石法僅為個人體驗分享，並未有商業合作利益關係」\n\n再次跟大家說聲抱歉，也謝謝大家\n（這支影片沒有開廣告盈利）'}
